marketplace,pid,url,title,option_text,tier,duration,delivery,price_rub,strong_signal,glitched,glitch_reason,source,llm_evidence
plati,4371645,https://plati.market/itm/4371645,Купить 1 МЕСЯЦ ChatGPT 5.6 [GO/PLUS/PRO] БЕЗ ВХОДА ПОДПИСКА,"ChatGPT PLUS - 1 месяц (5.6)
+1<0xC2><0xA0>100 ₽",Plus,1m,unknown,1899.0,True,False,,llm,Option strong price: 1899
plati,4371645,https://plati.market/itm/4371645,Купить 1 МЕСЯЦ ChatGPT 5.6 [GO/PLUS/PRO] БЕЗ ВХОДА ПОДПИСКА,"ChatGPT PRO 5x - 1 месяц (5.6)
+9<0xC2><0xA0>200 ₽",Pro 5X,1m,unknown,9999.0,True,False,,llm,Option strong price: 9999
plati,4371645,https://plati.market/itm/4371645,Купить 1 МЕСЯЦ ChatGPT 5.6 [GO/PLUS/PRO] БЕЗ ВХОДА ПОДПИСКА,"ChatGPT PRO 20x - 1 месяц (5.6)
+17<0xC2><0xA0>200 ₽",Pro 20X,1m,unknown,17999.0,True,False,,llm,Option strong price: 17999
plati,4339392,https://plati.market/itm/4339392,Купить {АВТО} ChatGPT 5.6 PLUS 1M | SORA | PRO | CODEX | ПОДПИСКА | БЕЗ ВХОДА | ПРОДЛЕНИЕ,1. {АВТО} АКТИВАЦИЯ / ПРОДЛЕНИЕ ChatGPT Plus — 1 МЕСЯЦ | НА ВАШ АККАУНТ,Plus,1m,own_account,1989.0,True,False,,llm,Option strong price: 1989
plati,4339392,https://plati.market/itm/4339392,Купить {АВТО} ChatGPT 5.6 PLUS 1M | SORA | PRO | CODEX | ПОДПИСКА | БЕЗ ВХОДА | ПРОДЛЕНИЕ,2.АКТИВАЦИЯ / ПРОДЛЕНИЕ ChatGPT Pro X5 — 1 МЕСЯЦ | НА ВАШ АККАУНТ,Pro 5X,1m,own_account,11869.0,True,False,,llm,Option strong price: 11869
plati,4339392,https://plati.market/itm/4339392,Купить {АВТО} ChatGPT 5.6 PLUS 1M | SORA | PRO | CODEX | ПОДПИСКА | БЕЗ ВХОДА | ПРОДЛЕНИЕ,3.АКТИВАЦИЯ / ПРОДЛЕНИЕ ChatGPT Pro X20 — 1 МЕСЯЦ | НА ВАШ АККАУНТ |,Pro 20X,1m,own_account,22869.0,True,False,,llm,Option strong price: 22869
plati,4339392,https://plati.market/itm/4339392,Купить {АВТО} ChatGPT 5.6 PLUS 1M | SORA | PRO | CODEX | ПОДПИСКА | БЕЗ ВХОДА | ПРОДЛЕНИЕ,4.АКТИВАЦИЯ / ПРОДЛЕНИЕ ChatGPT Plus — 1 МЕСЯЦ | ПО ССЫЛКЕ БЕЗ ВХОДА,Plus,1m,unknown,2869.0,True,False,,llm,Option strong price: 2869
plati,4339392,https://plati.market/itm/4339392,Купить {АВТО} ChatGPT 5.6 PLUS 1M | SORA | PRO | CODEX | ПОДПИСКА | БЕЗ ВХОДА | ПРОДЛЕНИЕ,5.ChatGPT Plus – Мы регистрируем аккаунт на ваш email и активируем подписку,Plus,1m,new_account,2069.0,True,False,,llm,Option strong price: 2069
plati,4339392,https://plati.market/itm/4339392,Купить {АВТО} ChatGPT 5.6 PLUS 1M | SORA | PRO | CODEX | ПОДПИСКА | БЕЗ ВХОДА | ПРОДЛЕНИЕ,6. {АВТО} АКТИВАЦИЯ / ПРОДЛЕНИЕ ChatGPT GO— 1 МЕСЯЦ | НА ВАШ АККАУНТ,GO,1m,own_account,869.0,True,False,,llm,Option strong price: 869
plati,5986729,https://plati.market/itm/5986729,Купить CHAT GPT PLUS | ЛИЧНЫЙ АККАУНТ | ГАРАНТИЯ 100% | 1 МЕСЯЦ,24/7 АВТО | ChatGPT Plus НА 1 МЕСЯЦ (персональный аккаунт + почта),Plus,1m,own_account,1390.0,True,False,,llm,opts[0] strong price: 1390. Title mentions '1 МЕСЯЦ'.
plati,5875679,https://plati.market/itm/5875679,Купить 24/7 | ChatGPT PLUS На 1 месяц l Аккаунт с подпиской l ЧатГПТ chat gpt кодекс codex,FLAT,Plus,1m,own_account,1438.0,True,False,,llm,Listing base price: 1 438 ₽. Title/desc mention 'PLUS' and '1 месяц'.
plati,5984370,https://plati.market/itm/5984370,Купить ChatGPT Plus Личный Аккаунт на 1 Месяц | GPT-5.6 Премиум Доступ,FLAT,Plus,1m,own_account,1867.0,True,False,,llm,Listing base price: 1 867 ₽. Title/Desc indicate ChatGPT Plus for 1 month.
plati,5972806,https://plati.market/itm/5972806,Купить АВТО | ChatGPT PLUS 5.6 | 1 месяц | GPT 5.6 + кодекс | 1 минута | 24/7,Получите готовый к использованию приватный аккаунт ChatGPT Plus — доступ на 1 месяц,Plus,1m,new_account,1830.0,True,False,,llm,opts[0] strong price: 1830 RUB
plati,5941605,https://plati.market/itm/5941605,Купить GPT Plus | 1 месяц | OPEN AI | Подлинная лицензия,FLAT,Plus,1m,own_account,2106.0,True,False,,llm,init_strong[0] = 2106. Title/desc mention GPT Plus for 1 month.
plati,6016883,https://plati.market/itm/6016883,Купить 01 Аккаунт ChatGPT PLUS | 1 месяц | GPT 5.6 + Codex | Мгновенная выдача,Готовый к использованию аккаунт ChatGPT Plus — доступ на 1 месяц,Plus,1m,new_account,2029.0,True,False,,llm,opts[0] strong price: 2029. Title/desc confirm Plus for 1 month.
plati,5768610,https://plati.market/itm/5768610,Купить CHATGPT PLUS | GO | 1 МЕСЯЦ | ЛЮБОЙ АККАУНТ | БЕЗ БЛОКИРОВОК | ГАРАНТИЯ | GPT 5.4,ChatGPT GO (1 Месяц),GO,1m,own_account,1980.0,True,False,,llm,Option 'c=1' price: 1980. Title/Desc suggest activation on own account.
plati,5768610,https://plati.market/itm/5768610,Купить CHATGPT PLUS | GO | 1 МЕСЯЦ | ЛЮБОЙ АККАУНТ | БЕЗ БЛОКИРОВОК | ГАРАНТИЯ | GPT 5.4,ChatGPT Plus (1 Month),Plus,1m,own_account,2974.0,True,False,,llm,Option 'c=1' price: 2974. Title/Desc suggest activation on own account.
plati,6006188,https://plati.market/itm/6006188,Купить ChatGPT Plus | Личный аккаунт | 1 месяц | GPT-5 Premium,FLAT,Plus,1m,own_account,2247.0,True,False,,llm,init_strong[0] = 2247. Title/Desc mention 'ChatGPT Plus' and '1 месяц'.
plati,3714311,https://plati.market/itm/3714311,Купить 🔥ChatGPT 5.4 | PLUS | PRO | GO | SORA | 1 МЕСЯЦЕВ,24/7 АВТО | Продление ChatGPT Plus — 1 МЕСЯЦ | На Ваш аккаунт | Без входа | За минуту,Plus,1m,own_account,2375.0,True,False,,llm,opt strong price: 2375
plati,3714311,https://plati.market/itm/3714311,Купить 🔥ChatGPT 5.4 | PLUS | PRO | GO | SORA | 1 МЕСЯЦЕВ,24/7 АВТО | Продление ChatGPT GO — 1 МЕСЯЦЕВ | На Ваш аккаунт | Без входа | За минуту,GO,1m,own_account,3275.0,True,False,,llm,opt strong price: 3275
plati,3714311,https://plati.market/itm/3714311,Купить 🔥ChatGPT 5.4 | PLUS | PRO | GO | SORA | 1 МЕСЯЦЕВ,24/7 АВТО | Продление ChatGPT PRO — 1 МЕСЯЦ | На Ваш аккаунт | Без входа | За минуту,Pro,1m,own_account,21975.0,True,False,,llm,opt strong price: 21975
plati,3714311,https://plati.market/itm/3714311,Купить 🔥ChatGPT 5.4 | PLUS | PRO | GO | SORA | 1 МЕСЯЦЕВ,ПРОДЛЕНИЕ ПО ССЫЛКЕ >> ChatGPT Plus — По ссылке на оплату (1 Месяц),Plus,1m,unknown,3675.0,True,False,,llm,opt strong price: 3675
plati,3714311,https://plati.market/itm/3714311,Купить 🔥ChatGPT 5.4 | PLUS | PRO | GO | SORA | 1 МЕСЯЦЕВ,Создать аккаунт с ChatGPT Plus 1 месяц (на Вашу почту),Plus,1m,own_account,2675.0,True,False,,llm,opt strong price: 2675
plati,3714311,https://plati.market/itm/3714311,Купить 🔥ChatGPT 5.4 | PLUS | PRO | GO | SORA | 1 МЕСЯЦЕВ,ChatGPT Plus 1 месяц | По логину и паролю (доп ожидание),Plus,1m,unknown,1975.0,True,False,,llm,opt strong price: 1975
plati,5657349,https://plati.market/itm/5657349,Купить CHATGPT | АКТИВАЦИЯ ПОДПИСКИ PLUS - 1 МЕСЯЦ | НА ВАШУ УЧЁТНУЮ ЗАПИСЬ | ЧАТ ГПТ,1 месяц - ChatGPT Plus - на вашу учётную запись,Plus,1m,own_account,2390.0,True,False,,llm,opts[0] strong price: 2390 RUB
plati,6039145,https://plati.market/itm/6039145,Купить ChatGPT Plus 1 месяц | Личный аккаунт или ключ продления | GPT-5.6 Sol + Codex,"Ключ продления вашего аккаунта · без активной Plus
+462 ₽",Plus,1m,own_account,2883.0,True,False,,llm,Option strong price: 2883. Text suggests extension/key delivery.
plati,5102391,https://plati.market/itm/5102391,Купить 🔥 ЧАТ GPT PLUS | PRO - 1 МЕСЯЦ,"1 месяц
Выбран",Plus,1m,unknown,2872.0,True,False,,llm,Option strong price: 2872 RUB. Title suggests Plus/Pro.
plati,5102391,https://plati.market/itm/5102391,Купить 🔥 ЧАТ GPT PLUS | PRO - 1 МЕСЯЦ,"1 месяц ПРО
+22<0xC2><0xA0>969 ₽",Pro,1m,unknown,25840.0,True,False,,llm,Option strong price: 25840 RUB. Surcharge suggests Pro tier.
plati,5651002,https://plati.market/itm/5651002,"Купить CHAT GPT PLUS, GO, PRO | НА 1 МЕСЯЦ | НА ВАШ АККАУНТ С ЗАХОДОМ | БЫСТРО | ГАРАНТИЯ","ChatGPT Plus - на 1 месяц
Выбран",Plus,1m,own_account,2449.0,True,False,,llm,Option strong price: 2449. Delivery implied by context/title.
plati,5651002,https://plati.market/itm/5651002,"Купить CHAT GPT PLUS, GO, PRO | НА 1 МЕСЯЦ | НА ВАШ АККАУНТ С ЗАХОДОМ | БЫСТРО | ГАРАНТИЯ","ChatGPT GO - на 1 Месяц
-1<0xC2><0xA0>230 ₽",GO,1m,own_account,1219.0,True,False,,llm,Option strong price: 1219. Delivery implied by context/title.
plati,5651002,https://plati.market/itm/5651002,"Купить CHAT GPT PLUS, GO, PRO | НА 1 МЕСЯЦ | НА ВАШ АККАУНТ С ЗАХОДОМ | БЫСТРО | ГАРАНТИЯ","ChatGPT Pro X5 - на 1 Месяц
+13<0xC2><0xA0>200 ₽",Pro 5X,1m,own_account,15649.0,True,False,,llm,Option strong price: 15649. Delivery implied by context/title.
plati,5651002,https://plati.market/itm/5651002,"Купить CHAT GPT PLUS, GO, PRO | НА 1 МЕСЯЦ | НА ВАШ АККАУНТ С ЗАХОДОМ | БЫСТРО | ГАРАНТИЯ","ChatGPT Pro X20 - на 1 Месяц
+23<0xC2><0xA0>000 ₽",Pro 20X,1m,own_account,25449.0,True,False,,llm,Option strong price: 25449. Delivery implied by context/title.
plati,5202596,https://plati.market/itm/5202596,Купить CHAT GPT PLUS 1 МЕСЯЦ НА ВАШ АККАУНТ СО ВХОДОМ,FLAT,Plus,1m,own_account,3000.0,True,False,,llm,init_strong[0] is 3000. Title mentions PLUS and desc confirms 'на вашем аккаунте'.
plati,4676486,https://plati.market/itm/4676486,Купить CHATGPT PLUS🤖 ГАРАНТИЯ 🔥 PREMIUM 1 МЕСЯЦ✅ АВТО-ПОДКЛЮЧЕНИЕ,FLAT,Plus,1m,unknown,249.0,True,True,Price 249.0 too low for subscription,llm,Listing title/page suggests ChatGPT PLUS for 1 Month. Price visible in page context: 249 ₽.
plati,6008654,https://plati.market/itm/6008654,Купить 🚀 ChatGPT Plus • Pro • GO • Codex | Подписка на 1 месяц | Мгновенная выдача личного,ChatGPT GO 1 месяц | Подписка / Продление (общий аккаунт),GO,1m,shared_account,186.0,True,True,Price 186.0 too low for subscription,llm,Option strong price: 186 RUB. Based on 'общий аккаунт'.
plati,6008654,https://plati.market/itm/6008654,Купить 🚀 ChatGPT Plus • Pro • GO • Codex | Подписка на 1 месяц | Мгновенная выдача личного,ChatGPT GO 1 месяц | Подписка / Продление (готовый аккаунт),GO,1m,new_account,965.0,True,False,,llm,Option strong price: 965 RUB. Surcharge +780 ₽ implies base of 185 (or use direct strong price).
plati,6008654,https://plati.market/itm/6008654,Купить 🚀 ChatGPT Plus • Pro • GO • Codex | Подписка на 1 месяц | Мгновенная выдача личного,ChatGPT GO на 6 месяцев | Подписка / Продление (,GO,6m,unknown,4572.0,True,False,,llm,Option strong price: 4572 RUB. Surcharge +4 387 ₽ implies base of 185 (or use direct strong price).
plati,5116026,https://plati.market/itm/5116026,Купить Аккаунт ChatGPT Plus и на 1 месяц,FLAT,Plus,1m,shared_account,422.0,True,True,Price 422.0 too low for subscription,llm,init_strong[0] is 422. Desc states 'общая учетная запись' (shared account). Title mentions Plus and 1 month.
plati,5065315,https://plati.market/itm/5065315,Купить Аккаунт ChatGPT PLUS 1 месяц,FLAT,Plus,1m,shared_account,423.0,True,True,Price 423.0 too low for subscription,llm,init_strong[0] = 423. Desc mentions 'Общий аккаунт'.
plati,5064836,https://plati.market/itm/5064836,Купить Аккаунт ChatGPT PLUS на 1 месяц,FLAT,Plus,1m,shared_account,423.0,True,True,Price 423.0 too low for subscription,llm,init_strong: [423]
plati,6032302,https://plati.market/itm/6032302,Купить ChatGPT Plus ⚡ Мгновенная автовыдача 🔑 Гарантия 1 Месяц Paypal,FLAT,Plus,1m,shared_account,487.0,True,True,Price 487.0 too low for subscription,llm,Listing base price: 487 RUB. Description indicates 'Общий аккаунт' (Shared access). Duration is stated as 'Гарантия 1 Ме
plati,5734423,https://plati.market/itm/5734423,Купить ChatGPT Plus 1 месяц — общий аккаунт (глобальный),FLAT,Plus,1m,shared_account,488.0,True,True,Price 488.0 too low for subscription,llm,Listing base price: 488 ₽. Title/desc mention Plus and shared account.
plati,5207988,https://plati.market/itm/5207988,Купить ChatGPT PLUS | На 1 месяц l Аккаунт с подпиской,FLAT,Plus,1m,shared_account,549.0,True,False,,llm,init_strong[0] = 549. Title/desc mention PLUS for 1 month and shared access.
plati,6004414,https://plati.market/itm/6004414,Купить АВТОВЫДАЧА 24/7 | ChatGPT 5.6 PLUS | GO | 1 месяц | НА ВАШ ЛИЧНЫЙ АККАУНТ,[АВТОВЫДАЧА 24/7] ChatGPT 5.5 GO Активация/ Продление на 1 месяц,GO,1m,own_account,523.0,True,False,,llm,Option price: 523 RUB. Delivery via token (implied by 'Auth Token').
plati,6004414,https://plati.market/itm/6004414,Купить АВТОВЫДАЧА 24/7 | ChatGPT 5.6 PLUS | GO | 1 месяц | НА ВАШ ЛИЧНЫЙ АККАУНТ,[АВТОВЫДАЧА 24/7] ChatGPT 5.6 Plus Активация/ Продление на 1 месяц,Plus,1m,own_account,1847.0,True,False,,llm,Option price: 1847 RUB. Delivery via token (implied by 'Auth Token').
plati,5063216,https://plati.market/itm/5063216,Купить ChatGPT Plus (GPT5) +Sora2 Поделиться аккаунтом 1МЕСЯЦ,FLAT,Plus,1m,shared_account,581.0,True,False,,llm,init_strong: [581]
plati,5063222,https://plati.market/itm/5063222,Купить ChatGPT Plus (GPT5) +Sora Поделиться аккаунтом 1МЕСЯЦ,FLAT,Plus,1m,shared_account,581.0,True,False,,llm,Listing base price: 581 ₽. Title mentions Plus and 1МЕСЯЦ.
plati,5912754,https://plati.market/itm/5912754,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | Код активации | 1 месяц,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.5 GO - 1 месяц,GO,1m,own_account,578.0,True,False,,llm,c=1 strong price: 578
plati,5912754,https://plati.market/itm/5912754,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | Код активации | 1 месяц,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.6 PLUS - 1 месяц,Plus,1m,own_account,1851.0,True,False,,llm,c=1 strong price: 1851
plati,5912754,https://plati.market/itm/5912754,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | Код активации | 1 месяц,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.6 Pro X5 - 1 месяц,Pro 5X,1m,own_account,9289.0,True,False,,llm,c=1 strong price: 9289
plati,5912754,https://plati.market/itm/5912754,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | Код активации | 1 месяц,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.6 Pro X20 - 1 месяц,Pro 20X,1m,own_account,17289.0,True,False,,llm,c=1 strong price: 17289
plati,5566750,https://plati.market/itm/5566750,Купить 24/7 | ПРОДЛЕНИЕ | 1 МЕСЯЦЕВ | ChatGPT PLUS | GO | PRO,"[24/7 АВТО] Подписка / Продление подписки ChatGPT PLUS (БЕЗ ВХОДА, меньше минуты) | ДЛЯ ЛЮБЫХ",Plus,1m,own_account,1699.0,True,False,,llm,c=1 strong price: 1699. Surcharge +1 121 ₽ suggests base is 578 RUB (init_strong). 578+1121 = 1700. Using direct c=1 str
plati,5500735,https://plati.market/itm/5500735,Купить [LEGIT] ChatGPT Plus на 1 месяц | Apple Pay | Личный аккаунт,FLAT,Plus,1m,own_account,585.0,True,False,,llm,Listing base price: 585 ₽. Title mentions 'ChatGPT Plus на 1 месяц' and description confirms personal account.
plati,4880801,https://plati.market/itm/4880801,Купить ChatGPT 5.5 PLUS/GO | БЫСТРО | ПРОДЛЕНИЕ | 1 месяц,"Продление/Активация PLUS на 1 месяц (на ваш аккаунт: без логина/пароля, быстро, автоматически)",Plus,1m,own_account,1899.0,True,False,,llm,Option 'c=1' strong price used.
plati,4880801,https://plati.market/itm/4880801,Купить ChatGPT 5.5 PLUS/GO | БЫСТРО | ПРОДЛЕНИЕ | 1 месяц,"Продление/Активация GO на 1 месяц (на ваш аккаунт: без логина/пароля, быстро, автоматически)",GO,1m,own_account,599.0,True,False,,llm,Option 'c=1' strong price used.
plati,5896950,https://plati.market/itm/5896950,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | 1 месяц | НА ВАШ АККАУНТ,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.5 GO - 1 месяц,GO,1m,own_account,599.0,True,False,,llm,c=1 strong price: 599
plati,5896950,https://plati.market/itm/5896950,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | 1 месяц | НА ВАШ АККАУНТ,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.6 PLUS - 1 месяц,Plus,1m,own_account,1899.0,True,False,,llm,c=1 strong price: 1899
plati,5896950,https://plati.market/itm/5896950,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | 1 месяц | НА ВАШ АККАУНТ,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.6 Pro X5 - 1 месяц,Pro 5X,1m,own_account,9288.0,True,False,,llm,c=1 strong price: 9288
plati,5896950,https://plati.market/itm/5896950,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | 1 месяц | НА ВАШ АККАУНТ,• [24/7 АВТОВЫДАЧА. Активация / продление] Подписка ChatGPT 5.6 Pro X20 - 1 месяц,Pro 20X,1m,own_account,17488.0,True,False,,llm,c=1 strong price: 17488
plati,5834250,https://plati.market/itm/5834250,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | НА ВАШ АККАУНТ | 1 МЕСЯЦ,"[АВТОВЫДАЧА 24/7] ChatGPT 5.5 GO ПОДПИСКА / ПРОДЛЕНИЕ НА 1 МЕСЯЦ
Выбран",GO,1m,own_account,599.0,True,False,,llm,Option strong price: 599 RUB. Delivery type inferred from description/title.
plati,5834250,https://plati.market/itm/5834250,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | НА ВАШ АККАУНТ | 1 МЕСЯЦ,"[АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS ПОДПИСКА / ПРОДЛЕНИЕ НА 1 МЕСЯЦ
+1<0xC2><0xA0>300 ₽",Plus,1m,own_account,1899.0,True,False,,llm,Option strong price: 1899 RUB. Surcharge suggests base + 1300.
plati,5834250,https://plati.market/itm/5834250,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | НА ВАШ АККАУНТ | 1 МЕСЯЦ,"[АВТОВЫДАЧА 24/7] ChatGPT 5.6 PRO 5X ПОДПИСКА / ПРОДЛЕНИЕ НА 1 МЕСЯЦ
+11<0xC2><0xA0>290 ₽",Pro 5X,1m,own_account,599.0,True,True,LLM price 599 below plausible floor 3000 for Pro 5X,llm,Option strong price: 599 RUB. Price seems stale/incorrect based on surcharge.
plati,5834250,https://plati.market/itm/5834250,Купить [АВТОВЫДАЧА 24/7] ChatGPT 5.6 PLUS | PRO | GO | НА ВАШ АККАУНТ | 1 МЕСЯЦ,"[АВТОВЫДАЧА 24/7] ChatGPT 5.6 PRO 20X ПОДПИСКА / ПРОДЛЕНИЕ НА 1 МЕСЯЦ
+19<0xC2><0xA0>990 ₽",Pro 20X,1m,own_account,20589.0,True,False,,llm,Option strong price: 20589 RUB. Surcharge suggests base + 19990.
plati,5923438,https://plati.market/itm/5923438,Купить ChatGPT Plus/Go 1 Месяц на ВАШ АККАУНТ l Гарантия,"ChatGpt GO 1 месяц
Выбран",GO,1m,own_account,599.0,True,False,,llm,Option price: 599 RUB. Delivery implied by context/title.
plati,5923438,https://plati.market/itm/5923438,Купить ChatGPT Plus/Go 1 Месяц на ВАШ АККАУНТ l Гарантия,"ChatGPT Plus 1 месяц
+1<0xC2><0xA0>300 ₽",Plus,1m,own_account,1899.0,True,False,,llm,"Option price: 1899 RUB. (599 + 1300 = 1900, but strong is 1899)"
plati,5318037,https://plati.market/itm/5318037,Купить ChatGPT Plus 1 month | APPLE Private account,FLAT,Plus,1m,own_account,715.0,True,False,,llm,Listing base price: 715 ₽. Title mentions 'ChatGPT Plus 1 month' and description confirms 'активная подписка на 1 месяц'
plati,5143806,https://plati.market/itm/5143806,Купить ChatGPT 5.6 PLUS/PRO | 1 МЕСЯЦ | БЫСТРО,Plus,Plus,1m,own_account,1848.0,True,False,,llm,Option 'Plus' selected with price 1848.
plati,5143806,https://plati.market/itm/5143806,Купить ChatGPT 5.6 PLUS/PRO | 1 МЕСЯЦ | БЫСТРО,Pro x5,Pro 5X,1m,own_account,9099.0,True,False,,llm,Option 'Pro x5' selected with price 9099.
plati,5143806,https://plati.market/itm/5143806,Купить ChatGPT 5.6 PLUS/PRO | 1 МЕСЯЦ | БЫСТРО,Pro x20,Pro 20X,1m,own_account,17599.0,True,False,,llm,Option 'Pro x20' selected with price 17599.
plati,5143806,https://plati.market/itm/5143806,Купить ChatGPT 5.6 PLUS/PRO | 1 МЕСЯЦ | БЫСТРО,Go,GO,1m,own_account,599.0,True,False,,llm,Option 'Go' selected with price 599.
plati,5542476,https://plati.market/itm/5542476,Купить 24/7 | ChatGPT 5.1 + 5 PLUS/GO | ПОДПИСКА | (SORA) 1M,"CHAT GPT GO 1 MONTH
Выбран",GO,1m,unknown,700.0,True,False,,llm,opts[0] strong: 700
plati,5542476,https://plati.market/itm/5542476,Купить 24/7 | ChatGPT 5.1 + 5 PLUS/GO | ПОДПИСКА | (SORA) 1M,"GPT PLUS 1 MONTH
+1<0xC2><0xA0>250 ₽",Plus,1m,unknown,1950.0,True,False,,llm,opts[1] strong: 1950
plati,5869167,https://plati.market/itm/5869167,"Купить ChatGPT Plus Subscription 🚀 [Premium Upgrade] ⚡5.5 ,1M Plus pro","Plus
+2<0xC2><0xA0>018 ₽",Plus,1m,own_account,2757.0,True,False,,llm,Option 'c=1' price: 2757. Text suggests upgrade to own account.
plati,5869167,https://plati.market/itm/5869167,"Купить ChatGPT Plus Subscription 🚀 [Premium Upgrade] ⚡5.5 ,1M Plus pro","PRO X5
+16<0xC2><0xA0>784 ₽",Pro 5X,unknown,own_account,17522.0,True,False,,llm,Option 'c=1' price: 17522. Text suggests upgrade to own account.
